NAME-AREA
Жизненный маршрут-Поддержка семьи, материнства, отцовства и детства
"Историко-патриотический молодёжный центр Логос."-Сохранение исторической памяти
Социализация и адаптация детей с РАС к посещению дошкольных и общеобразовательных учреждений-Социальное обслуживание, социальная поддержка и защита граждан
Служит в армии земляк-Сохранение исторической памяти
Александр Невский, как пример гражданина и патриота-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
Подготовка волонтеров по курсу социализации и адаптации приютских собак-Охрана окружающей среды и защита животных
Ступени дружбы и успеха-Охрана здоровья граждан, пропаганда здорового образа жизни
Добровольцы на страже. Защитим от пожаров!-Охрана окружающей среды и защита животных
Фестиваль детских туристских коллективов Хабаровского края «Амурский бархат»-Поддержка проектов в области науки, образования, просвещения
Программа Точка ответственности по стерилизации/кастрации, вакцинации мелких домашних животных для незащищенных слоев населения Кировской области.-Охрана окружающей среды и защита животных
BSArts (Bussines Skills for Arts) развитие у творческой молодежи навыков коммерциализации творческих проектов и содействие в реализации и продвижении.-Поддержка проектов в области культуры и искусства
"Краеведческий музей ""Чужекшур"" в деревне Воегурт"-Сохранение исторической памяти
"Передвижная инклюзивная выставка ""Особое восприятие"""-Социальное обслуживание, социальная поддержка и защита граждан
Семейная гостиная в библиотеке-Поддержка проектов в области культуры и искусства
Протяни руку жизни!-Охрана здоровья граждан, пропаганда здорового образа жизни
"Чистые игры - осенний кубок Орловской области 2021"-Охрана окружающей среды и защита животных
Социокультурное пространство для подростков и молодежи-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
Раскрой себя-Охрана здоровья граждан, пропаганда здорового образа жизни
Герои земли сибирской-Сохранение исторической памяти
МамаРада-Социальное обслуживание, социальная поддержка и защита граждан
Вдохновение-Социальное обслуживание, социальная поддержка и защита граждан
Байгурезь: к вершинам возможностей-Социальное обслуживание, социальная поддержка и защита граждан
Клуб здоровья города Якутска-Охрана здоровья граждан, пропаганда здорового образа жизни
"Социальный склад - площадка помощи семьям с детьми в кризисной ситуации"-Поддержка семьи, материнства, отцовства и детства
Освобождающая канистерапия: психологическая поддержка и досуг для детей с онкозаболеваниями-Социальное обслуживание, социальная поддержка и защита граждан
"Арт-проект социокультурной реабилитации ""Театр ""Мы"""-Социальное обслуживание, социальная поддержка и защита граждан
Интерактивный музей древнего города в шаговой доступности-Поддержка проектов в области культуры и искусства
Автобус Милосердия Центра Милосердия имени праведного Иоанна Кронштадского-Социальное обслуживание, социальная поддержка и защита граждан
"Этника - этнокультурный центр, как инструмент формирования локальной идентичности"-Укрепление межнационального и межрелигиозного согласия
Центр инклюзивной практики Стирая Границы: продолжение-Социальное обслуживание, социальная поддержка и защита граждан
Вместе мы – сила: индивидуальное наставничество и социальное проектирование для выпускников детских домов и замещающих семей.-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
Юнармейская лаборатория-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
Профилактика и коррекция нарушений поведения школьников с ОВЗ начальных классов в инклюзивной школе-Поддержка проектов в области науки, образования, просвещения
Молодёжный хор г.Сосновоборска-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"Инклюзивные мастерские для людей с ментальными нарушениями ""Да! Могу!"""-Социальное обслуживание, социальная поддержка и защита граждан
Музейный комплекс памяти защитников веры-Сохранение исторической памяти
Международный джазовый фестиваль EverJazz-Поддержка проектов в области культуры и искусства
"Международный научно-практический форум ""Хабаровский процесс: историческое значение и современные вызовы"""-Сохранение исторической памяти
"Квартал Луи 3.0 - открывая территории, расширяя сообщество"-Социальное обслуживание, социальная поддержка и защита граждан
"Творческая мастерская ""Подсолнух"""-Поддержка семьи, материнства, отцовства и детства
"На старт! Содействие социализации подростков-сирот через спортивное волонтерство и стажировки в компаниях спортиндустрии"-Поддержка семьи, материнства, отцовства и детства
"Служба помощи ""Рядом с мамой"""-Поддержка семьи, материнства, отцовства и детства
Детский инклюзивный центр Твори Дерзай Живи-Поддержка семьи, материнства, отцовства и детства
Центр обучения родителей детей с ОВЗ «Сопровождение»-Поддержка семьи, материнства, отцовства и детства
Города трудовой доблести. Победа ковалась в тылу-Сохранение исторической памяти
"Молодежная арт-смена в Великом Новгороде ""Практика искусствовИдения"""-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"Семейный Центр духовно-нравственного воспитания «Преображение»"-Поддержка семьи, материнства, отцовства и детства
"Социально-профилактический проект «Путь к здоровью»"-Охрана здоровья граждан, пропаганда здорового образа жизни
"Национальная премия за высшие достижения в области журналистики ""ТЭФИ - МУЛЬТИМЕДИА"""-Поддержка проектов в области культуры и искусства
"Иппо-лето"-Поддержка семьи, материнства, отцовства и детства
"Фестиваль традиционной культуры ""Русское лето"": Русская стена - как основа национальной идентичности"-Сохранение исторической памяти
Партитура-Выявление и поддержка молодых талантов в области культуры и искусства
Узелки на память-Социальное обслуживание, социальная поддержка и защита граждан
ЭтноОтпуск на два дня: путешествуем вместе-Укрепление межнационального и межрелигиозного согласия
Курс обучения ортезистов при спастическом нарушении функции кисти-Поддержка проектов в области науки, образования, просвещения
"Антикризисный консультационный психологический онлайн центр ""Я АКТИВ!"" для лиц, оказавшихся в трудной жизненной ситуации"-Социальное обслуживание, социальная поддержка и защита граждан
"Время спасать - время действовать!"-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
Боевые искусства: здоровый образ жизни для детей и молодежи-Охрана здоровья граждан, пропаганда здорового образа жизни
"Консультационный центр ""Территория возможностей для детей от 7 до 12 лет"": сопровождение индивидуального коррекционного маршрута для каждого особого р..."-Поддержка семьи, материнства, отцовства и детства
Учебная лаборатория около врачей-Охрана здоровья граждан, пропаганда здорового образа жизни
"Планета KiП-2.1 - креативные инновационные практики для детей-инвалидов и детей с ограниченными возможностями здоровья"-Поддержка проектов в области науки, образования, просвещения
"Создание музейно-информационного центра Преображенского старообрядческого монастыря г. Москвы"-Сохранение исторической памяти
Накануне Великой Отечественной. 1 сентября 1939 — 22 июня 1941-Сохранение исторической памяти
На коне круглый год-Охрана здоровья граждан, пропаганда здорового образа жизни
"Инклюзия-Ресурсный класс: помощь детям с РАС и членам их семей"-Поддержка семьи, материнства, отцовства и детства
Семья в фокусе (психологическая помощь семьям с детьми и взрослыми с ОВЗ, инвалидностью (ментальной и физической) и распространение лучших практик в ...-Поддержка семьи, материнства, отцовства и детства
И милость к падшим призывал-Охрана здоровья граждан, пропаганда здорового образа жизни
"Мы-вместе!"-Поддержка семьи, материнства, отцовства и детства
Большие маленькие дети-Поддержка семьи, материнства, отцовства и детства
Вместе с мамой-Поддержка семьи, материнства, отцовства и детства
"ТАКИЕРАЗНЫЕ: помогающее пространство для семей с детьми-инвалидами/инвалидами детства"-Поддержка семьи, материнства, отцовства и детства
Добрый маршрут: поддержка школьной адаптации детей с РАС или аффективными нарушениями-Поддержка семьи, материнства, отцовства и детства
Леганикулы-Социальное обслуживание, социальная поддержка и защита граждан
Школа граффити для подростков с опытом сиротства-Поддержка семьи, материнства, отцовства и детства
"Конкурс ""Луговой парк. VR-вдохновение"""-Поддержка проектов в области науки, образования, просвещения
Межрегиональный форум сельских учителей Большого Алтая «Наставничество: формула успеха»-Поддержка проектов в области науки, образования, просвещения
"Детская поликлиника: арт-перезагрузка"-Поддержка проектов в области культуры и искусства
"Под чудо-крылышком. Ранняя помощь для самых маленьких"-Социальное обслуживание, социальная поддержка и защита граждан
Большой фестиваль волонтёров Южного Урала-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"""Академия Добровольчества"". Развитие сети женских организаций области через повышение компетенций женщин в использовании цифровых технологий и взаи..."-Развитие институтов гражданского общества
Развитие без границ-Охрана здоровья граждан, пропаганда здорового образа жизни
"Цикл общественных форумов 2021-2022 «Гражданский диалог ученых в условиях глобальной турбулентности как эффективный инструмент ..."-Развитие общественной дипломатии и поддержка соотечественников
"Создание архива и научной библиотеки Музея ""Полторы комнаты"" Иосифа Бродского"-Сохранение исторической памяти
Дети снимают кино для детей! V Международный кинофестиваль Cinema Kids-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"Новые медиа - инструмент формирования межнационального мира"-Укрепление межнационального и межрелигиозного согласия
"Школа молодой семьи ""Счастливая семья - опора региона"""-Поддержка семьи, материнства, отцовства и детства
Театральный сезон-Поддержка проектов в области культуры и искусства
"Окружные патриотические сессии «Сохранив прошлое - защитим будущее»"-Сохранение исторической памяти
"Мы - здоровое поколение, мы за спортивное движение!"-Охрана здоровья граждан, пропаганда здорового образа жизни
"«ИНКЛЮша"" - создание системы ранней комплексной помощи детям с ограниченными возможностями здоровья и/или инвалидностью, а также их семьям"-Поддержка семьи, материнства, отцовства и детства
"Добровольческо-педагогический проект ""Маяк"""-Сохранение исторической памяти
ХХ Международные Лихачевские научные чтения-Поддержка проектов в области науки, образования, просвещения
Анатомия российской смуты. История и современность-Сохранение исторической памяти
Золотые Имена Высшей Школы-Поддержка проектов в области науки, образования, просвещения
"За здоровьем- в парк !"-Охрана здоровья граждан, пропаганда здорового образа жизни
"Ставропольский форум Всемирного русского народного собора ""Свободная и ответственная молодежь – будущее России"""-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
Центр изучения родных языков КМНС Камчатского края «В,аняв,» («Разговор»)-Укрепление межнационального и межрелигиозного согласия
Живи родник, живи!-Охрана окружающей среды и защита животных
"Врожденный порок сердца - от постановки диагноза до первой госпитализации: что, где, когда, как?"-Поддержка семьи, материнства, отцовства и детства
"Создание культурно-просветительного пространства на базе Музейно-выставочного технического центра Автомобильно-мотоциклетного клуба Федеральной службы..."-Поддержка проектов в области науки, образования, просвещения
Делай с нами, делай как мы, делай лучше нас-Поддержка семьи, материнства, отцовства и детства
"Инклюзивные ремесленные мастерские центра ""Чистые ключи"" для взрослых людей с ограниченными возможностями психического здоровья"-Социальное обслуживание, социальная поддержка и защита граждан
Международный конкурс оперных артистов Галины Вишневской.-Выявление и поддержка молодых талантов в области культуры и искусства
Всероссийский проект продвижения чтения среди поколения Z – ЮФ-Поддержка проектов в области науки, образования, просвещения
Ставропольский гамбит-Охрана здоровья граждан, пропаганда здорового образа жизни
"Друг другу (социализация и адаптация детей-сирот и детей, оставшихся без попечения родителей, выпускников соц. учреждений, детей и подростков, попавш..."-Социальное обслуживание, социальная поддержка и защита граждан
XVI Международный музыкальный фестиваль «Джаз на Байкале»-Поддержка проектов в области культуры и искусства
"""Кухня добрых блюд"" - организация производства комплексных обедов для бесплатной выдачи нуждающимся гражданам в Орджоникидзевском районе г. Екатеринб..."-Социальное обслуживание, социальная поддержка и защита граждан
Спорт без границ-Охрана здоровья граждан, пропаганда здорового образа жизни
Память навсегда-Сохранение исторической памяти
"Первая помощь! - комплексная поддержка людей, оказавшихся в трудной жизненной ситуации, организация работы выездной мобильной службы социальной помощи..."-Социальное обслуживание, социальная поддержка и защита граждан
"Семейный спортивно-досуговый центр ""Радуга"""-Охрана здоровья граждан, пропаганда здорового образа жизни
Сплав без границ-Социальное обслуживание, социальная поддержка и защита граждан
"Арт-пространство ""Материнство"""-Поддержка семьи, материнства, отцовства и детства
"Школа-лаборатория современной музыки: сочиняем, экспериментируем, играем"-Выявление и поддержка молодых талантов в области культуры и искусства
"Фактор защиты - знания"-Охрана здоровья граждан, пропаганда здорового образа жизни
Развитие социальных навыков людей с синдромом Дауна и их интеграция в общество посредством участия в волонтерском движении-Развитие институтов гражданского общества
Памятные места Сталинградской битвы на земле Красноармейска-Сохранение исторической памяти
"Международный проект Фонда Елены Образцовой ""Голоса наследия"""-Выявление и поддержка молодых талантов в области культуры и искусства
"Единая афиша Каменска-Уральского. Продвижение мероприятий городских сообществ культуры, спорта и гражданского общества через единую городскую платформ..."-Поддержка проектов в области культуры и искусства
"Поисковая вахта ""Фронтовыми дорогами Карелии"""-Сохранение исторической памяти
Фабрика профессий: содействие в профориентации подростков, находящихся в трудной жизненной ситуации-Поддержка семьи, материнства, отцовства и детства
Фестиваль добра в Петербурге-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"""Живу дома!"" Тренировочная квартира для людей с аутизмом и иными ментальными нарушениями."-Поддержка семьи, материнства, отцовства и детства
Пункт проката детских принадлежностей «Мы Вместе»-Социальное обслуживание, социальная поддержка и защита граждан
"""Дневной приют для бездомных граждан"""-Социальное обслуживание, социальная поддержка и защита граждан
Подросток в приёмной семье. Перезагрузка-Поддержка семьи, материнства, отцовства и детства
PROаут: программа по повышению доступности непсихиатрической медицинской помощи детям с аутизмом-Охрана здоровья граждан, пропаганда здорового образа жизни
Кубок региона по хоккею среди муниципальных образований Ульяновской области-Охрана здоровья граждан, пропаганда здорового образа жизни
"Школьный научно-популярный медиаканал ""НаукоЛаб"""-Поддержка проектов в области науки, образования, просвещения
VII Международный турнир и всероссийские соревнования Кубок ЕврАзии (EurAsiaCup) по всестилевому каратэ-Охрана здоровья граждан, пропаганда здорового образа жизни
"Арт-пространство ""Контейнер"""-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
Гири и гантели здоровье держат в теле-Охрана здоровья граждан, пропаганда здорового образа жизни
Проведение XXVII Международного фестиваля фильмов о правах человека «Сталкер» в городе Москва и регионах Российской Федерации.-Защита прав и свобод человека и гражданина, в том числе защита прав заключенных
Цифровой архив Соломбальской судостроительной верфи-Сохранение исторической памяти
Территория Добра и творчества-Поддержка семьи, материнства, отцовства и детства
По зову сердца-Социальное обслуживание, социальная поддержка и защита граждан
"Лагерь-конструктор ""Эволюция"""-Поддержка проектов в области науки, образования, просвещения
"Живописный актив -комплексная программа по сохранению и популяризации художественного наследия Новосибирской области"-Сохранение исторической памяти
Развитие компетенций в некоммерческом секторе-Развитие институтов гражданского общества
"Золотое кольцо - территория межнационального единства"-Укрепление межнационального и межрелигиозного согласия
Служба помощи четвероногим-Развитие институтов гражданского общества
Сохранить семью-Поддержка семьи, материнства, отцовства и детства
Формирование профессионального сообщества специалистов некоммерческих организаций, способствующего внедрению практик с доказанной эффективностью в раб...-Поддержка семьи, материнства, отцовства и детства
Развитие казачьего кадетского клуба и добровольной народной дружины «Хутор Южный»-Сохранение исторической памяти
XXXII Открытый фестиваль документального кино «РОССИЯ»-Поддержка проектов в области культуры и искусства
"Создание условий для повышения роли молодежи в развитии местного сообщества ""Молодёжь в действии"""-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
Хозяйка Жигулевских гор-Поддержка проектов в области культуры и искусства
БАБУШКИ И ВНУЧКИ: УЧИМСЯ ВМЕСТЕ-Сохранение исторической памяти
"Гребной слалом - комплексное развитие вида спорта в Волгоградском регионе."-Охрана здоровья граждан, пропаганда здорового образа жизни
"Я - капитан"-Охрана здоровья граждан, пропаганда здорового образа жизни
"На волне здоровья - вовлечение семей с детьми с ОВЗ в возрасте от 8 до 14 лет в регулярные занятия плавание"-Охрана здоровья граждан, пропаганда здорового образа жизни
"Территория активного отдыха «Здоровые соседи - здоровое село»"-Охрана здоровья граждан, пропаганда здорового образа жизни
Открытый мир.-Поддержка проектов в области науки, образования, просвещения
Оказание социальной помощи, поддержка граждан путём реконструкции универсальной спортивной площадки, в шаговой доступности для жителей пос. СХТ села Б...-Социальное обслуживание, социальная поддержка и защита граждан
"Новосибирская школа гидов-волонтёров Колорит"-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"Добрые силы на Дальнем Востоке России - развиваем волонтерское движение в отдаленных поселениях Ванинского района Хабаровского края"-Развитие институтов гражданского общества
Развитие адаптивного тхэквондо в г. Сызрань-Охрана здоровья граждан, пропаганда здорового образа жизни
Образовательная семейная игра в поддержку изучения русской классической литературы-Развитие общественной дипломатии и поддержка соотечественников
"Тульская областная межнациональная Спартакиада - Спорт объединяет!"-Укрепление межнационального и межрелигиозного согласия
Шаг в будущее-Поддержка семьи, материнства, отцовства и детства
Швейный коворкинг-Поддержка проектов в области культуры и искусства
"Счастливое детство - здоровая нация"-Охрана здоровья граждан, пропаганда здорового образа жизни
Поднять перископы!-Сохранение исторической памяти
Подарим красоту окружающего мира на полотнах детям-Поддержка проектов в области науки, образования, просвещения
"Система комплексной помощи детям-инвалидам, детям с ОВЗ и их семьям, проживающим в Удмуртии."-Социальное обслуживание, социальная поддержка и защита граждан
"Культурно-познавательный проект Дятловы горы"-Сохранение исторической памяти
"SMART-пространство Родительский клуб по поддержке родителей школьников"-Поддержка проектов в области науки, образования, просвещения
Хоккейное лето-Охрана здоровья граждан, пропаганда здорового образа жизни
Сильная мама-Поддержка семьи, материнства, отцовства и детства
Инклюзивная астрономия – инновационный инструмент социализации и интеллектуального развития детей с ограниченными возможностями здоровья-Поддержка проектов в области науки, образования, просвещения
Мы выбираем – активный образ жизни!-Охрана здоровья граждан, пропаганда здорового образа жизни
Бодьинский позумент. Перезагрузка-Поддержка проектов в области культуры и искусства
Солнце Ветер Вода Человек Крым-Охрана здоровья граждан, пропаганда здорового образа жизни
"Кюккя для дошкольников - новый вектор развития игры"-Охрана здоровья граждан, пропаганда здорового образа жизни
Память потомков-Сохранение исторической памяти
Творческая мастерская МАГИЯ СКУДЕЛЬНИКА-Поддержка проектов в области культуры и искусства
Микрореабилитационный центр на дому-Социальное обслуживание, социальная поддержка и защита граждан
Прикосновенный свод небесный...-Поддержка проектов в области культуры и искусства
"""Лепестки радуги"" - мультипликационная студия для детей и молодежи с особенностями развития"-Социальное обслуживание, социальная поддержка и защита граждан
Создание Многофункционального добровольческого спасательного центра-Социальное обслуживание, социальная поддержка и защита граждан
"СПОРТИВНЫЙ ТУРИЗМ - ДЛЯ ДЕТЕЙ И ВЗРОСЛЫХ"-Охрана здоровья граждан, пропаганда здорового образа жизни
Чемпионом можешь ты не быть, но здоровым быть обязан-Охрана здоровья граждан, пропаганда здорового образа жизни
"Фестиваль ""ВОРОТись"""-Поддержка проектов в области культуры и искусства
Дорогой памяти и славы-Сохранение исторической памяти
Нестареющий мозг: когнитивные тренировки для пожилых людей-Социальное обслуживание, социальная поддержка и защита граждан
Лучшая версия меня-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
Спортивное ориентирование для всех и каждого-Охрана здоровья граждан, пропаганда здорового образа жизни
"МУЛЬТСТУДИЯ «ХОББИ-ЛЕНД»"-Поддержка проектов в области науки, образования, просвещения
ЭкоСплав 34. Пойма не свалка-Охрана окружающей среды и защита животных
"Проектная академия ""ТАУ - за талант"""-Поддержка проектов в области науки, образования, просвещения
"Хранить Державу-долг и честь!"-Сохранение исторической памяти
Добрый психолог. Расширение добровольческой деятельности по поддержке пациентов с социально значимыми заболеваниями-Развитие институтов гражданского общества
"Региональный форум молодых патриотов ""Курский характер"""-Сохранение исторической памяти
Совершенствование методов, средств и способов процесса обучения детей основам безопасного поведения на водных объектах, приемам безопасного плавания и...-Поддержка проектов в области науки, образования, просвещения
Финансовые уроки для родителей-Поддержка проектов в области науки, образования, просвещения
"Группа дневного пребывания детей ""Гармония"""-Поддержка семьи, материнства, отцовства и детства
